date,close,USDA：玉米：产量预测值：中国（月）,USDA：玉米：出口数量预测值：中国（月）,USDA：玉米：国内需求消费量预测值：中国（月）,USDA：玉米：进口数量预测值：中国（月）,USDA：玉米：库存消费比预测：中国（月）,USDA：玉米：期初库存预测：中国（月）,USDA：玉米：期末库存预测：中国（月）,USDA：玉米：饲料消费量预测值：中国（月）,氨基酸加工企业：玉米：消费量（周）,玉米淀粉加工企业：玉米：消费量（周）,玉米酒精加工企业：玉米：消费量（周）,主要深加工企业：玉米：消费量（周）,国家粮食和物资储备局：玉米：收购量：中国（日）,玉米：港口库存：中国（周）,主要深加工企业：玉米：库存：中国（周）,USDA：玉米：期初库存预测：美国（月）,USDA：玉米：期末库存预测：美国（月）
"2022-05-06","2991","","","","","","","","","16.9","54","30.7","101.6","","365","497.8","",""
"2022-05-09","2988","","","","","","","","","","","","","","","","",""
"2022-05-10","2964","","","","","","","","","","","","","","","","",""
"2022-05-11","2967","","","","","","","","","","","","","","","","",""
"2022-05-12","2972","","","","","","","","","","","","","","","","",""
"2022-05-13","2993","","","","","","","","","17","53.8","29.5","100.3","","364","533.3","",""
"2022-05-16","3000","","","","","","","","","","","","","","","","",""
"2022-05-17","3010","","","","","","","","","","","","","","","","",""
"2022-05-18","3007","","","","","","","","","","","","","","","","",""
"2022-05-19","2998","","","","","","","","","","","","","","","","",""
"2022-05-20","3010","","","","","","","","","16.6","54.8","30.3","101.7","","373","543.4","",""
"2022-05-23","2984","","","","","","","","","","","","","","","","",""
"2022-05-24","2955","","","","","","","","","","","","","","","","",""
"2022-05-25","2943","","","","","","","","","","","","","","","","",""
"2022-05-26","2936","","","","","","","","","","","","","","","","",""
"2022-05-27","2944","","","","","","","","","16.6","56","31.6","104.2","","368.4","550.7","",""
"2022-05-30","2922","","","","","","","","","","","","","","","","",""
"2022-05-31","2935","271","0.02","295","18","69.23","210.24","204.22","214","","","","","","","","36.57","34.54"
"2022-06-01","2875","","","","","","","","","","","","","","","","",""
"2022-06-02","2875","","","","","","","","","","","","","","","","",""
"2022-06-03","","","","","","","","","","17.3","56.9","32.7","106.9","","362.5","534.7","",""
"2022-06-06","2891","","","","","","","","","","","","","","","","",""
"2022-06-07","2881","","","","","","","","","","","","","","","","",""
"2022-06-08","2896","","","","","","","","","","","","","","","","",""
"2022-06-09","2851","","","","","","","","","","","","","","","","",""
"2022-06-10","2867","","","","","","","","","17.3","57.2","33.4","107.9","","362.2","503.7","",""
"2022-06-13","2886","","","","","","","","","","","","","","","","",""
"2022-06-14","2888","","","","","","","","","","","","","","","","",""
"2022-06-15","2880","","","","","","","","","","","","","","","","",""
"2022-06-16","2887","","","","","","","","","","","","","","","","",""
"2022-06-17","2905","","","","","","","","","16.9","58.4","35.5","110.9","","358.1","495.7","",""
"2022-06-20","2902","","","","","","","","","","","","","","","","",""
"2022-06-21","2900","","","","","","","","","","","","","","","","",""
"2022-06-22","2857","","","","","","","","","","","","","","","","",""
"2022-06-23","2829","","","","","","","","","","","","","","","","",""
"2022-06-24","2786","","","","","","","","","16.9","56.5","32.1","105.5","","359.6","463.3","",""
"2022-06-27","2797","","","","","","","","","","","","","","","","",""
"2022-06-28","2815","","","","","","","","","","","","","","","","",""
"2022-06-29","2811","","","","","","","","","","","","","","","","",""
"2022-06-30","2780","271","0.02","295","18","69.23","210.24","204.22","214","","","","","","","","37.71","35.55"
"2022-07-01","2704","","","","","","","","","16.9","54.8","32.9","104.7","","353.8","447.3","",""
"2022-07-04","2719","","","","","","","","","","","","","","","","",""
"2022-07-05","2691","","","","","","","","","","","","","","","","",""
"2022-07-06","2688","","","","","","","","","","","","","","","","",""
"2022-07-07","2718","","","","","","","","","","","","","","","","",""
"2022-07-08","2726","","","","","","","","","16.4","55.6","31.7","103.7","","351.8","426.9","",""
"2022-07-11","2743","","","","","","","","","","","","","","","","",""
"2022-07-12","2711","","","","","","","","","","","","","","","","",""
"2022-07-13","2705","","","","","","","","","","","","","","","","",""
"2022-07-14","2707","","","","","","","","","","","","","","","","",""
"2022-07-15","2682","","","","","","","","","15.4","53.4","27.9","96.7","","357.4","413.9","",""
"2022-07-18","2681","","","","","","","","","","","","","","","","",""
"2022-07-19","2612","","","","","","","","","","","","","","","","",""
"2022-07-20","2620","","","","","","","","","","","","","","","","",""
"2022-07-21","2618","","","","","","","","","","","","","","","","",""
"2022-07-22","2564","","","","","","","","","14.4","53.1","25.4","92.9","","346.3","409.4","",""
"2022-07-25","2599","","","","","","","","","","","","","","","","",""
"2022-07-26","2625","","","","","","","","","","","","","","","","",""
"2022-07-27","2647","","","","","","","","","","","","","","","","",""
"2022-07-28","2672","","","","","","","","","","","","","","","","",""
"2022-07-29","2670","","","","","","","","","15.2","49.2","24.5","88.9","","337.9","390.5","",""
"2022-07-31","","271","0.02","295","18","69.23","210.24","204.22","214","","","","","","","","38.35","37.33"
"2022-08-01","2667","","","","","","","","","","","","","","","","",""
"2022-08-02","2684","","","","","","","","","","","","","","","","",""
"2022-08-03","2685","","","","","","","","","","","","","","","","",""
"2022-08-04","2658","","","","","","","","","","","","","","","","",""
"2022-08-05","2688","","","","","","","","","15.5","45.9","27.7","89","","329.9","360.4","",""
"2022-08-08","2685","","","","","","","","","","","","","","","","",""
"2022-08-09","2705","","","","","","","","","","","","","","","","",""
"2022-08-10","2722","","","","","","","","","","","","","","","","",""
"2022-08-11","2707","","","","","","","","","","","","","","","","",""
"2022-08-12","2757","","","","","","","","","14.8","43.1","27","84.8","","326","324.8","",""
"2022-08-15","2718","","","","","","","","","","","","","","","","",""
"2022-08-16","2755","","","","","","","","","","","","","","","","",""
"2022-08-17","2725","","","","","","","","","","","","","","","","",""
"2022-08-18","2687","","","","","","","","","","","","","","","","",""
"2022-08-19","2686","","","","","","","","","13","45.7","25.1","83.8","","315.2","312.6","",""
"2022-08-22","2688","","","","","","","","","","","","","","","","",""
"2022-08-23","2737","","","","","","","","","","","","","","","","",""
"2022-08-24","2755","","","","","","","","","","","","","","","","",""
"2022-08-25","2726","","","","","","","","","","","","","","","","",""
"2022-08-26","2759","","","","","","","","","14.6","46.7","26.8","88.1","","297.4","307.9","",""
"2022-08-29","2806","","","","","","","","","","","","","","","","",""
"2022-08-30","2792","","","","","","","","","","","","","","","","",""
"2022-08-31","2797","271","0.02","295","18","69.23","210.24","204.22","214","","","","","","","","38.86","35.27"
"2022-09-01","2799","","","","","","","","","","","","","","","","",""
"2022-09-02","2790","","","","","","","","","15","50","27.5","92.5","","280.4","282.1","",""
"2022-09-05","2801","","","","","","","","","","","","","","","","",""
"2022-09-06","2827","","","","","","","","","","","","","","","","",""
"2022-09-07","2797","","","","","","","","","","","","","","","","",""
"2022-09-08","2805","","","","","","","","","","","","","","","","",""
"2022-09-09","2817","","","","","","","","","15.1","48.2","27.2","90.5","","262.6","258.3","",""
"2022-09-13","2839","","","","","","","","","","","","","","","","",""
"2022-09-14","2839","","","","","","","","","","","","","","","","",""
"2022-09-15","2831","","","","","","","","","","","","","","","","",""
"2022-09-16","2835","","","","","","","","","15.1","50.1","31.3","96.5","","235.4","228","",""
"2022-09-19","2848","","","","","","","","","","","","","","","","",""
"2022-09-20","2834","","","","","","","","","","","","","","","","",""
"2022-09-21","2849","","","","","","","","","","","","","","","","",""
"2022-09-22","2846","","","","","","","","","","","","","","","","",""
"2022-09-23","2828","","","","","","","","","15.1","50.9","32.6","98.6","","214.9","218.1","",""
"2022-09-26","2782","","","","","","","","","","","","","","","","",""
"2022-09-27","2777","","","","","","","","","","","","","","","","",""
"2022-09-28","2755","","","","","","","","","","","","","","","","",""
"2022-09-30","","274","0.02","295","18","70.24","210.24","207.22","214","14.4","49.6","30.8","94.8","","","","38.73","30.95"
