date,close,天然橡胶：产量：中国（月）,天然橡胶：表观消费量环比：中国（月）,天然橡胶：表观消费量同比：中国（月）,天然橡胶：表观消费量：中国（月）,天然橡胶：厂内库存：上交所（周）,天然橡胶：厂库期货库存：上交所（周）,天然橡胶：厂库期货库存：上海国际能源（周）,天然橡胶：厂内库存：上海国际能源（周）,丁二烯：产量：中国（月）,丁二烯：港口库存：中国（周）,丁二烯：期末库存：中国（月）,SBS：产能：中国（日）,SBS：开工率同比：中国（月）,SBS：开工率：中国（日）,SBS：产量：中国（日）,SBS：表观消费量：中国（月）,SBS：需求量：中国：新口径（月）,SBS：贸易商：库存：中国（周）,SBS：社会库存：中国（周）,SBS：中国企业：库存（周）,SEBS：开工率：中国（月）,SEBS：产量：中国（月）,SEBS：中国企业：库存（月）,SIS：产量：中国（月）,SIS：中国企业：库存（月）,SIS：开工率：中国（月）,丁苯橡胶：产量同比：中国（月）,丁苯橡胶：产能：中国（日）,丁苯橡胶：开工率环比：中国（周）,丁苯橡胶：开工率：中国（月）,丁苯橡胶：产量：中国（日）,丁苯橡胶：表观消费量同比：中国（月）,丁苯橡胶：表观消费量环比：中国（月）,丁苯橡胶：表观消费量：中国（月）,丁苯橡胶：需求量：中国：新口径（月）,丁苯橡胶：期末库存：中国（月）,丁苯橡胶：现货库存：中国（周）,丁苯橡胶：库存：中国（周）,丁苯橡胶：贸易商：社会库存：中国（周）,丁苯胶乳：产能：中国（月）,丁苯胶乳：开工率：中国（月）,丁吡胶乳：产能：中国（月）,丁腈胶乳：产量同比：中国（月）,丁腈胶乳：产能：中国（月）,丁腈胶乳：开工率：中国（月）,高顺顺丁橡胶：产量：中国（月）,高顺顺丁橡胶：产能：中国（日）,高顺顺丁橡胶：开工率：中国（周）,其他高顺顺丁橡胶：开工率：中国（月）,顺丁橡胶：产量：中国（日）,顺丁橡胶：开工率同比：中国（月）,顺丁橡胶：开工率：中国（月）,顺丁橡胶：总开工率：中国（日）,顺丁橡胶：产量：中国（月）,顺丁橡胶：需求量：中国：新口径（月）,顺丁橡胶：表观消费量：中国：新口径（月）,顺丁橡胶：库存环比：中国（周）,顺丁橡胶：贸易商：库存：中国（周）,二甲基环硅氧烷的混合物：开工率：中国（日）,丁腈橡胶：开工率：中国：新口径（月）,丁腈橡胶：产量：中国（月）,下游行业：丁腈橡胶保温发泡：开工率：中国（月）,丁腈橡胶：表观消费量：中国（月）,丁腈橡胶：需求量：中国：新口径（月）,下游行业：丁腈橡胶：橡胶管：开工率：中国（月）,丁腈橡胶：库存：中国（周）,产业在线：FKM：产量：中国（月）,异戊橡胶：产量：中国：新口径（月）,氯丁橡胶：产量：中国（月）,三元乙丙橡胶：产量：中国（月）,三元乙丙橡胶：国内企业：开工率（月）,乙丙橡胶：表观消费量：中国（月）,丁基橡胶：产量：中国（日）,丁基橡胶：开工率：中国（周）,丁基橡胶：表观消费量：中国（月）,丁基橡胶：社会库存：中国（周）,丁基橡胶：中国企业：库存（周）,全钢轮胎：产量同比：中国（月）,全钢轮胎：开工率环比：中国（周）,全钢轮胎：开工率：中国（月）,全钢轮胎：产量：中国（月）,下游行业：丁基橡胶：全钢轮胎：开工率：中国（周）,全钢轮胎：社会库存：中国（月）,半钢轮胎：产量同比：中国（月）,半钢轮胎：开工率环比：中国（周）,半钢轮胎：开工率：中国（月）,下游行业：丁基橡胶：半钢轮胎：开工率：中国（周）,半钢轮胎：产量：中国（月）,新的充气橡胶轮胎：出口数量终值：中国（月）,新的充气橡胶轮胎：出口数量终值同比：中国（月）,全钢轮胎：出口数量：中国→美国：新口径（月）,半钢轮胎：出口数量：中国→美国：新口径（月）,轮胎：出口数量合计：中国：新口径（月）,轮胎：进口数量合计：中国：新口径（月）,隆众：汽车：产量：中国（月）,轮胎：看跌比例：中国（周）,轮胎：看平比例：中国（周）,轮胎：看升比例：中国（周）,轮胎：产量同比：中国（月）,汽车轮胎：库存预警指数：中国（月）,统计局：轮胎：产量同比：中国（月）,统计局：轮胎：产量：中国（月）,输送带：开工率：中国企业（月）,输送带：产量：中国（月）,初级形状或板、片、带状再生橡胶：出口数量合计：中国（月）,初级形状或板、片、带状再生橡胶：进口数量合计：中国（月）,再生胶：出口数量合计：中国（月）,再生胶：进口数量合计：中国（月）
"2016-03-28","11540","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-29","11310","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-30","11370","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-31","11370","3700","","","421404","","","","","19.82","","33573","","","","","67438.71","3.74","","","","","","","","","","","","","","","","","","4.94","","","","","","","","","","","66050","","","15.79","","","","","","6.8","84900","","","","74","1.34","","20803.282","0.97","","","0.875","3920","0.29","1","32.43","27454.837","","","26032.029","","","","","","1104","","","","","70.79","","4082","3715","35","70197.48","24111.79","500531","9128","252.06","","","","","58.9","12.1","8208.6","","","9400.309","3765.295","9400.31","3765.3"
"2016-04-01","11440","","","","","287494","240750","","","","21000","","","","","","","","2070","6555","4485","","","","","","","","","0","","","","","","","","25650","24440","1210","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.69","","","","","75","","","","","","","","","","","","","","","","","","","","",""
"2016-04-05","11720","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-06","11615","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-07","11590","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-08","11650","","","","","287947","253720","","","","19800","","","","","","","","2420","5170","2750","","","","","","","","","-8.33","","","","","","","","25270","24060","1210","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.12","","","","","76","","","","","","","","","","","","","","","","","","","","",""
"2016-04-11","12220","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-12","12425","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-13","12525","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-14","12550","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-15","12350","","","","","290888","258220","","","","16900","","","","","","","","2300","4990","2690","","","","","","","","","-9.09","","","","","","","","24250","23080","1170","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.26","","","","","76","","","","","","","","","","","","","","","","","","","","",""
"2016-04-18","12510","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-19","12740","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-20","13170","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-21","13445","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-22","12930","","","","","293090","260820","","","","18700","","","","","","","","2210","5120","2910","","","","","","","","","0","","","","","","","","22720","21460","1260","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.54","","","","","76","","","","","","","","","","","","","","","","","","","","",""
"2016-04-25","13055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-26","13015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-27","12945","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-28","12710","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-29","12755","","","","","297363","264530","","","","14000","","","","","","","","1870","4930","3060","","","","","","","","","0","","","","","","","","22080","20740","1340","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.13","","","","","75","","","","","","","","","","","","","","","","","","","","",""
"2016-04-30","","36700","","","412096.78","","","","","20.75","","24770","","","","","66247.43","3.66","","","","","","","","","","","","","","","","","","4.43","","","","","","","","","","","62200","","","12.41","","","","","","6.41","82200","","","","67","1.2","","21313.627","0.88","","","0.76","2800","0.31","1.1","35.68","26556.999","","","30838.219","","","","","","1195","","","","","75.5","","4353","3869","1","51712.41","21215.15","457587","9576","217","","","","","57.9","6.9","8172.8","","","10335.124","3855.744","10335.12","3855.74"
"2016-05-03","13000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-05-04","12725","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-05-05","12360","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-05-06","12260","","","","","305178","274550","","","","17600","","","","","","","","1595","4675","3080","","","","","","","","","0","","","","","","","","21520","19820","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.82","","","","","74","","","","","","","","","","","","","","","","","","","","",""
"2016-05-09","11785","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-05-10","11895","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-05-11","11875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-05-12","11800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-05-13","11245","","","","","313769","291240","","","","26100","","","","","","","","1418","5118","3700","","","","","","","","","0","","","","","","","","21850","20050","1800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.34","","","","","73.3","","","","","","","","","","","","","","","","","","","","",""
"2016-05-16","11240","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-05-17","11355","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
