date,close,初榨棕榈油：产量：马来西亚（月）,棕榈仁油：产量：马来西亚（月）,棕榈仁油：出油率：马来西亚（月）,棕榈油：出油率：马来西亚（月）,棕榈油：单产：马来西亚（月）,印尼棕榈油协会：棕榈油：期初库存（月）,印尼棕榈油协会：毛棕榈仁油：产量（月）,印尼棕榈油协会：毛棕榈油：产量（月）,印尼棕榈油协会：棕榈油：产量（月）,印尼棕榈油协会：棕榈油：消费量（月）,印尼棕榈油协会：棕榈油：需求量（月）,印尼棕榈油协会：棕榈油：期末库存（月）,马来西亚棕榈油局：初榨棕榈油：炼油厂：产量：马来西亚（月）,马来西亚棕榈油局：毛棕榈仁油：炼油厂：产量：马来西亚（月）,马来西亚棕榈油局：初榨棕榈油：提取率：马来西亚（月）,马来西亚棕榈油局：毛棕榈仁油：提取率：马来西亚（月）,马来西亚棕榈油局：棕榈油：精炼厂：产能：马来西亚（月）,马来西亚棕榈油局：棕榈油：化工生产企业：产能：马来西亚（月）,马来西亚棕榈油局：初榨棕榈油：平均产量：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：24度：产量：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：44度：产量：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：产量：马来西亚（月）,马来西亚棕榈油局：棕榈液油：24度：产量：马来西亚（月）,马来西亚棕榈油局：棕榈油硬脂：44度：产量：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：烹饪用：产量：马来西亚（月）,马来西亚棕榈油局：棕榈油脂肪酸：产量：马来西亚（月）,马来西亚棕榈油局：初榨棕榈油：产量：马来西亚（月）,马来西亚棕榈油局：毛棕榈仁油：产量：马来西亚（月）,棕榈油：24度：成交量合计（日）,USDA：棕榈油：非食用级加工使用量（月）,USDA：棕榈油：食品级加工使用量（月）,USDA：棕榈油：精炼：加工使用量（月）,USDA：棕榈仁油：精炼：加工使用量（月）,棕榈油：库存：中国（周）,精炼棕榈仁油：库存：马来西亚（月）,精炼棕榈油：库存：马来西亚（月）,毛棕榈仁油：库存：马来西亚（月）,初榨棕榈油：库存：马来西亚（月）,棕榈仁油：库存：马来西亚（月）,棕榈油：库存：马来西亚（月）,USDA：棕榈油：精炼：期末库存（月）,USDA：棕榈仁油：精炼：期末库存（月）,马来西亚棕榈油局：精炼棕榈油：RBD：24度：库存：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：44度：库存：马来西亚（月）,马来西亚棕榈油局：棕榈液油：24度：库存：马来西亚（月）,马来西亚棕榈油局：棕榈油硬脂：44度：库存：马来西亚（月）,马来西亚棕榈油局：棕榈油脂肪酸：库存：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：烹饪用：库存：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：库存：马来西亚（月）
"2016-06-16","5054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2100","","","","","","","","","","","","","","","","","","","",""
"2016-06-17","5096","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300","","","","","44.15","","","","","","","","","","","","","","",""
"2016-06-20","5114","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","",""
"2016-06-21","5048","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1820","","","","","","","","","","","","","","","","","","","",""
"2016-06-22","5110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","",""
"2016-06-23","5076","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300","","","","","","","","","","","","","","","","","","","",""
"2016-06-24","5022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","900","","","","","40.19","","","","","","","","","","","","","","",""
"2016-06-27","5130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3300","","","","","","","","","","","","","","","","","","","",""
"2016-06-28","5226","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2016-06-29","5172","","","","","","","","","","","","","","","","","","","","","","","","","","","","","700","","","","","","","","","","","","","","","","","","","",""
"2016-06-30","5230","1532613","164931","46.13","19.64","0.29","","","","","","","","","","","","","","","","","","","","","","","","1100","8076","164103","172179","43133","","121452","798555","107630","977709","229082","1776264","407153","105465","","","","","","",""
"2016-07-01","5224","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","","38.52","","","","","","","","","","","","","","",""
"2016-07-04","5336","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","","",""
"2016-07-05","5270","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1920","","","","","","","","","","","","","","","","","","","",""
"2016-07-06","5080","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","",""
"2016-07-07","4926","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8300","","","","","","","","","","","","","","","","","","","",""
"2016-07-08","4928","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5080","","","","","35.14","","","","","","","","","","","","","","",""
"2016-07-11","5014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2400","","","","","","","","","","","","","","","","","","","",""
"2016-07-12","5008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300","","","","","","","","","","","","","","","","","","","",""
"2016-07-13","5092","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","","",""
"2016-07-14","5148","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1200","","","","","","","","","","","","","","","","","","","",""
"2016-07-15","5242","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","32.13","","","","","","","","","","","","","","",""
"2016-07-18","5274","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","","",""
"2016-07-19","5216","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400","","","","","","","","","","","","","","","","","","","",""
"2016-07-20","5130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","",""
"2016-07-21","5080","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3700","","","","","","","","","","","","","","","","","","","",""
"2016-07-22","4948","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1800","","","","","30.47","","","","","","","","","","","","","","",""
"2016-07-25","4908","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2950","","","","","","","","","","","","","","","","","","","",""
"2016-07-26","4902","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300","","","","","","","","","","","","","","","","","","","",""
"2016-07-27","4950","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2016-07-28","4922","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","","","","","","","","","","","","","","","","","","","",""
"2016-07-29","4988","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300","","","","","31.12","","","","","","","","","","","","","","",""
"2016-07-31","","1585341","164963","46.2","20.14","0.29","","","","","","","","","","","","","","","","","","","","","","","","","5682","157190","162872","43120","","111816","750096","91249","1020554","203065","1770650","441656","95093","","","","","","",""
"2016-08-01","5108","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","","","","","","","","","","","","","","","","","","","",""
"2016-08-02","5116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2016-08-03","5162","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6500","","","","","","","","","","","","","","","","","","","",""
"2016-08-04","5220","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500","","","","","","","","","","","","","","","","","","","",""
"2016-08-05","5180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","","36.51","","","","","","","","","","","","","","",""
"2016-08-08","5216","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","",""
"2016-08-09","5314","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2016-08-10","5294","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2016-08-11","5228","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2016-08-12","5336","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","","","","","35.35","","","","","","","","","","","","","","",""
"2016-08-15","5488","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","","",""
"2016-08-16","5498","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300","","","","","","","","","","","","","","","","","","","",""
"2016-08-17","5564","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","",""
"2016-08-18","5572","","","","","","","","","","","","","","","","","","","","","","","","","","","","","700","","","","","","","","","","","","","","","","","","","",""
"2016-08-19","5570","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","","35.85","","","","","","","","","","","","","","",""
"2016-08-22","5496","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1400","","","","","","","","","","","","","","","","","","","",""
"2016-08-23","5508","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800","","","","","","","","","","","","","","","","","","","",""
"2016-08-24","5612","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500","","","","","","","","","","","","","","","","","","","",""
"2016-08-25","5530","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2016-08-26","5474","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","32.31","","","","","","","","","","","","","","",""
"2016-08-29","5464","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","",""
"2016-08-30","5446","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","",""
"2016-08-31","5344","1701833","192861","46.02","20.57","0.32","","","","","","","","","","","","","","","","","","","","","","","","0","10253","179142","189395","31827","","115308","707086","93733","757405","209041","1464491","437181","84844","","","","","","",""
"2016-09-01","5344","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2016-09-02","5432","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","35.57","","","","","","","","","","","","","","",""
"2016-09-05","5566","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400","","","","","","","","","","","","","","","","","","","",""
"2016-09-06","5590","","","","","","","","","","","","","","","","","","","","","","","","","","","","","900","","","","","","","","","","","","","","","","","","","",""
"2016-09-07","5544","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2016-09-08","5532","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2016-09-09","5608","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","30.25","","","","","","","","","","","","","","",""
"2016-09-12","5486","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500","","","","","","","","","","","","","","","","","","","",""
"2016-09-13","5558","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300","","","","","","","","","","","","","","","","","","","",""
"2016-09-14","5358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2016-09-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.16","","","","","","","","","","","","","","",""
